#ItemCode,ItemName,Price,TaxPrice,MasterPrice
8028,Shochikubai Gokai \n(dry sake),573,630,630
8030,Shochikubai Gokai \n(dry sake， ,573,630,630
8032,Draft Beer,900,990,990
8034,Asahi Dry Zero \n(non-alcohol),446,490,490
8041,Asahi Super Dry\n(draft beer),537,590,590
8053,Iced Coffee,173,190,190
8054,Hot Coffee,173,190,190
8063,Asahi Zero (non-alcohol),482,530,530
8076,Mio (sparkling sake),573,630,630
8082,Shochikubai Gokai \n(dry sake， ,573,630,630
8094,Body healthy tea,237,260,260
8110,Bowl and Fork for Kids,0,0,0
8116,Sweet Vinegared Ginger,0,0,0
8121,Chinese Soup Spoon,0,0,0
8135,Grilled Salmon,0,0,0
8136,Fatty Salmon,0,0,0
8137,Fresh Sengoku Shrimp,0,0,0
8138,Shrimp,0,0,0
8140,Steamed Scallop,0,0,0
8144,Fresh Octopus,0,0,0
8146,Whelk,0,0,0
8148,Ark Shell,0,0,0
8150,Seared Shrimp\nwith Mayonnaise,0,0,0
8151,Seared Shrimp\nwith Mayonnaise,0,0,0
8152,Flounder Fin \nwith Perilla,0,0,0
8153,Cooked Sea Eel,0,0,0
8156,Japanese Omelette,0,0,0
8157,Rice Wrapped \nin Sweet Deep-Fr,0,0,0
8159,Eel,0,0,0
8161,Shrimp Tempura ,0,0,0
8162,Shrimp Tempura \nwith Mayonnais,0,0,0
8166,Salmon with Avocado,0,0,0
8167,Shrimp， Beach-Grill Style,0,0,0
8168,Shrimp with Avocado,0,0,0
8172,Pounded Tuna,0,0,0
8173,Pounded Tuna \nwith Daikon Radi,0,0,0
8175,Fried Mackerel with Salted Rice,0,0,0
8176,Salmon Roe,0,0,0
8178,Teriyaki Chicken\nwith Mayonnai,0,0,0
8180,Natto,0,0,0
8181,Crab Innards,0,0,0
8182,Sweet Shrimp,0,0,0
8183,Salad,0,0,0
8184,Corn,0,0,0
8185,Squid with Okra，\nWakame Seawee,0,0,0
8186,Sweet Shrimp\nwith Mayonnaise,0,0,0
8190,Cucumber Roll,0,0,0
8191,Tuna Roll,0,0,0
8193,Natto Roll,0,0,0
8194,Cod Roe,0,0,0
8197,Egg Pudding,0,0,0
8200,Edamame,0,0,0
8208,Miso Soup with Sea Lettuce\nand,0,0,0
8210,Miso Soup with Shellfish \nand ,0,0,0
8211,Fatty Tuna Roll with Scallion,0,0,0
8212,Udon Noodles \nwith Sweetened D,0,0,0
8213,Udon Noodles \nwith Shrimp Temp,0,0,0
8214,Soy Sauce Ramen with \nAromatic,0,0,0
8225,Sweet Potato Tempura,0,0,0
8233,Onion Rings,0,0,0
8237,Frozen Ice Cream Puff,0,0,0
8238,Jelly-Textured Matcha Sweets,0,0,0
8257,Medium-Fatty Tuna,0,0,0
8268,Scallop,0,0,0
8294,Sakhalin Surf Clam,0,0,0
8295,Sakhalin Surf Clam\nClassic Tok,0,0,0
8298,Salmon with Onion，\nwith Mayonn,0,0,0
8300,Tuna,50,55,55
8301,Albacore Tuna,50,55,55
8310,Sumptuous \nSquid Tempura,60,65,65
8311,Sumptuous Squid Tempura \nwith ,60,65,65
8314,Salmon,50,55,55
8323,Shrimp,50,55,55
8328,Shrimp Tempura ,60,65,65
8329,Shrimp Tempura \nwith Mayonnais,60,65,65
8344,Cooked Sea Eel,87,95,95
8345,Japanese Omelette,50,55,55
8353,Rice Wrapped \nin Sweet Deep-Fr,50,55,55
8355,Pounded Tuna,50,55,55
8368,Natto,50,55,55
8371,Salad,50,55,55
8402,Pounded Tuna with Egg Yolk,50,55,55
8552,Corn,100,110,110
8573,,1010,1110,1110
8575,Corn,50,55,55
8580,Daikon Radish Pickle Roll\nwith,119,130,130
8587,Pounded Tuna,0,0,0
8611,Coffee Jelly\nwith Vanilla Ice ,0,0,0
8617,Wild Genten Jack Mackerel\n(fre,328,360,360
8637,Cod Roe,100,110,110
8649,Cod Roe,50,55,55
8672,Smooth and Moist \nCream Cake,0,0,0
8673,Rich Baked Cheesecake,0,0,0
8674,Vanilla Ice Cream,0,0,0
8711,Pounded Tuna\nwith Daikon Radis,100,110,110
8713,Tuna Dices,110,120,120
8720,Salmon with Yuzu\nand Salt,0,0,0
8726,Vinegared Fatty Mackerel\nwith ,0,0,0
8728,Roasted Duck,0,0,0
8729,Roasted Duck\nwith Onion and Ma,0,0,0
8737,Egg Yolk and Natto,0,0,0
8738,Beef Cooked in Sweet Soy Sauce,0,0,0
8753,Pounded Tuna\nwith Daikon Radis,50,55,55
8773,Tuna Dices\nwith Grated Yam,110,120,120
8903,Coca-Cola Zero,173,190,190
8926,Seared Korean-Style Beef,0,0,0
8946,Egg Yolk\nand Grated Yam,0,0,0
8983,Hot spice mix,0,0,0
8984,Mayonnaise,0,0,0
8985,Pepper,0,0,0
8986,Coca-Cola (M),173,190,190
8987,Melon Soda (M),173,190,190
8988,Calpico (M),173,190,190
8989,Calpico Soda (M),173,190,190
8990,Oolong Tea (M),173,190,190
8991,Sokenbicha Tea (M),173,190,190
8992,Ginger ale (M),173,190,190
9039,Egg Yolk\nand Grated Yam,60,65,65
9097,Teriyaki Hamburger,0,0,0
9098,Teriyaki Hamburger \nwith Mayon,0,0,0
9161,Teriyaki Hamburger,50,55,55
9162,Teriyaki Hamburger \nwith Mayon,50,55,55
9164,Vinegared Fatty Mackerel,60,65,65
9185,Cod Roe\nand Mayonnaise,50,55,55
9262,Teriyaki Hamburger,100,110,110
9263,Teriyaki Hamburger \nwith Mayon,100,110,110
9288,Vinegared Fatty Mackerel,119,130,130
9304,Petit Capsule Toy Coins,173,190,190
9322,,664,730,730
9360,Vinegared Fatty Mackerel,119,130,130
9465,Cod Roe\nand Mayonnaise,100,110,110
9721,Chocolate Cake,0,0,0
9746,Vinegared Fatty Mackerel,0,0,0
9747,Seared Fatty Salmon \nwith Salt,0,0,0
9780,Takeout\nSweet Vinegared Ginger,195,210,210
9782,Takeout\nOriginal Sushi Soy Sau,454,490,490
9783,Takeout\nOriginal Low-Salt Soy ,454,490,490
9785,Takeout\nOriginal Dashi Soy Sau,454,490,490
9787,Takeout Kappa Tea\n(powdered te,213,230,230
9793,Takeout Kappa's Soy Sauce\n(3 p,1352,1460,1460
9866,Fresh Red Sea Bream,0,0,0
9867,Seared Fresh Sea Bream\nwith Sa,0,0,0
9890,Fake Crab Salad,0,0,0
9906,choko mouth,0,0,0
9917,Cod Roe\nand Mayonnaise,0,0,0
9955,Fresh Shrimp\nwith Salt and Lem,0,0,0
9958,Neon Flying Squid Tentacle，\nBe,0,0,0
9963,Rice Wrapped\nin Sweet Deep-Fri,0,0,0
9965,Shrimp Tempura Roll,0,0,0
9991,Senior Passport (Discount Pass),0,0,0
9992,Takeout pack (small),100,110,110
9993,Takeout pack,100,110,110
9994,Takeout pack (large),100,110,110
9995,Order form to go,0,0,0
9997,Takeout pack (small),0,0,0
9998,Takeout pack (large),0,0,0
